"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Dosage in Murine Study]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Dosage in Human Study]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Gender]"	"Term Source REF"	"Term Accession Number"	"Factor Value[B3 Vitamin]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Time]"	"Unit"	"Term Source REF"	"Term Accession Number"
"Brenner Group Mouse 37"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 37_liver 2_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 37"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 37_liver 2"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 38"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 38_liver 2_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 38"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 38_liver 2"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 39"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 39_liver 4_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 39"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 39_liver 4"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 4"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 4_liver 0.25_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"0.25"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 4"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 4_liver 0.25"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"0.25"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 40"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 40_liver 4_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 40"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 40_liver 4"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 41"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 41_liver 4_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 41"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 41_liver 4"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 42"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 42_liver 4_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 42"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 42_liver 4"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 43"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 43_liver 6_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 43"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 43_liver 6"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 44"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 44_liver 6_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 44"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 44_liver 6"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 45"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 45_liver 6_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 45"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 45_liver 6"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 46"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 46_liver 6_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 46"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 46_liver 6"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 47"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 47_liver 8_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 47"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 47_liver 8"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 48"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 48_liver 8_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 48"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 48_liver 8"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 49"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 49_liver 8_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 49"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 49_liver 8"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 5"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 5_liver 0.25_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"0.25"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 5"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 5_liver 0.25"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"0.25"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 50"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 50_liver 8_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 50"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 50_liver 8"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 51"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 51_liver 12_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 51"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 51_liver 12"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 52"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 52_liver 12_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 52"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 52_liver 12"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 53"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 53_liver 12_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 53"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 53_liver 12"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 54"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 54_liver 12_NADrerun"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 54"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 54_liver 12"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 55"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 55_liver 0"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinic acid"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 56"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 56_liver 0"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinic acid"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 57"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 57_liver 0"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinic acid"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 58"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 58_liver 0.25"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinic acid"	""	""	"0.25"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 59"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 59_liver 0.25"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinic acid"	""	""	"0.25"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 6"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 6_liver 0.25_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"0.25"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 6"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 6_liver 0.25"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"0.25"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 60"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 60_liver 0.25"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinic acid"	""	""	"0.25"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 61"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 61_liver 1"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinic acid"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 62"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 62_liver 1"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinic acid"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 63"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 63_liver 1"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinic acid"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 64"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 64_liver 1"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinic acid"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 65"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 65_liver 2"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinic acid"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 66"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 66_liver 2"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinic acid"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 67"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 67_liver 2"	"78"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinic acid"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
