"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Time Point]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"
"2473541"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_132"	"VT_150913_132.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 5"	""	""	"4"	""	""	"470"	""	""
"2461347"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_134"	"VT_150913_134.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"471"	""	""
"2461347"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_136"	"VT_150913_136.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"472"	""	""
"2461347"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_138"	"VT_150913_138.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"473"	""	""
"2455393"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_140"	"VT_150913_140.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"474"	""	""
"2455393"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_142"	"VT_150913_142.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"475"	""	""
"2455393"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_144"	"VT_150913_144.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"476"	""	""
"2431689"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_146"	"VT_150913_146.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"477"	""	""
"2431689"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_148"	"VT_150913_148.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"478"	""	""
"2431689"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_150"	"VT_150913_150.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"479"	""	""
"2428192"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_152"	"VT_150913_152.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"480"	""	""
"2428192"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_154"	"VT_150913_154.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"481"	""	""
"2428192"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_156"	"VT_150913_156.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"482"	""	""
"2407538"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_158"	"VT_150913_158.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"483"	""	""
"2407538"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_160"	"VT_150913_160.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"484"	""	""
"2407538"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_162"	"VT_150913_162.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"485"	""	""
"2404482"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_164"	"VT_150913_164.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"486"	""	""
"2404482"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_166"	"VT_150913_166.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"487"	""	""
"2404482"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_168"	"VT_150913_168.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"488"	""	""
"2473730"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_170"	"VT_150913_170.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"489"	""	""
"2473730"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_172"	"VT_150913_172.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"490"	""	""
"2473730"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_174"	"VT_150913_174.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"4"	""	""	"491"	""	""
"2463962"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_176"	"VT_150913_176.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3A"	""	""	"4"	""	""	"492"	""	""
"2463962"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_178"	"VT_150913_178.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3A"	""	""	"4"	""	""	"493"	""	""
"2463962"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_180"	"VT_150913_180.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3A"	""	""	"4"	""	""	"494"	""	""
"ref3b"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_182"	"VT_150913_182.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	""	""	""	"4"	""	""	"495"	""	""
"ref3b"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_184"	"VT_150913_184.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	""	""	""	"4"	""	""	"496"	""	""
"ref3b"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_186"	"VT_150913_186.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	""	""	""	"4"	""	""	"497"	""	""
"q3June2014"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_188"	"VT_150913_188.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	""	""	""	"4"	""	""	"498"	""	""
"q3June2014"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_190"	"VT_150913_190.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	""	""	""	"4"	""	""	"499"	""	""
"q3June2014"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150913_192"	"VT_150913_192.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	""	""	""	"4"	""	""	"500"	""	""
"q3June2014"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150914_002"	"VT_150914_002.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	""	""	""	"5"	""	""	"501"	""	""
"q3June2014"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150914_004"	"VT_150914_004.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	""	""	""	"5"	""	""	"502"	""	""
"q3June2014"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150914_006"	"VT_150914_006.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	""	""	""	"5"	""	""	"503"	""	""
"ref4a"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150914_008"	"VT_150914_008.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	""	""	""	"5"	""	""	"504"	""	""
"ref4a"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150914_010"	"VT_150914_010.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	""	""	""	"5"	""	""	"505"	""	""
"ref4a"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150914_012"	"VT_150914_012.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	""	""	""	"5"	""	""	"506"	""	""
"2448209"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150914_014"	"VT_150914_014.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"5"	""	""	"507"	""	""
"2448209"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150914_016"	"VT_150914_016.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"5"	""	""	"508"	""	""
"2448209"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150914_018"	"VT_150914_018.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"5"	""	""	"509"	""	""
"2432685"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150914_020"	"VT_150914_020.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"5"	""	""	"510"	""	""
"2432685"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150914_022"	"VT_150914_022.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"5"	""	""	"511"	""	""
"2432685"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150914_024"	"VT_150914_024.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"5"	""	""	"512"	""	""
"2429176"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150914_026"	"VT_150914_026.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"5"	""	""	"513"	""	""
"2429176"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150914_028"	"VT_150914_028.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"5"	""	""	"514"	""	""
"2429176"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150914_030"	"VT_150914_030.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"5"	""	""	"515"	""	""
