"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[batch]"	"Term Source REF"	"Term Accession Number"	"Factor Value[genotype_systematicName]"	"Term Source REF"	"Term Accession Number"	"Factor Value[genotype_commonName]"	"Term Source REF"	"Term Accession Number"	"Factor Value[analysis_time]"	"Term Source REF"	"Term Accession Number"	"Factor Value[sample_type]"	"Term Source REF"	"Term Accession Number"
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"07_C_11"	"2"	""	""	"YOR321W"	""	""	"PMT3"	""	""	"1373644462"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"23_D_12"	"2"	""	""	"YDR179W-A"	""	""	"NVJ3"	""	""	"1373644695"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_A_4"	"2"	""	""	"YAL066W"	""	""	"NA"	""	""	"1373644928"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_B_3"	"2"	""	""	"YAL049C"	""	""	"AIM2"	""	""	"1373645159"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"07_E_12"	"2"	""	""	"YOR357C"	""	""	"SNX3"	""	""	"1373645390"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"44_E_10"	"2"	""	""	"YKL201C"	""	""	"MNN4"	""	""	"1373645622"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"07_E_10"	"2"	""	""	"YOR355W"	""	""	"GDS1"	""	""	"1373646085"	""	""	"Sample"	""	""
"solvent blank sample"	"blank"	""	""	"ethanol"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_16236"	"Sample collection"	"02_BLANK_12"	"2"	""	""	"NA"	""	""	"NA"	""	""	"1373646317"	""	""	"Blank"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC_032"	"2"	""	""	"NA"	""	""	"NA"	""	""	"1373646550"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"23_B_3"	"2"	""	""	"YLR312C"	""	""	"ATG39"	""	""	"1373646780"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"23_C_2"	"2"	""	""	"YDR149C"	""	""	"NA"	""	""	"1373647013"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"44_G_11"	"2"	""	""	"YBR125C"	""	""	"PTC4"	""	""	"1373647242"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"07_E_9"	"2"	""	""	"YOR354C"	""	""	"MSC6"	""	""	"1373647705"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"23_G_3"	"2"	""	""	"YDR219C"	""	""	"MFB1"	""	""	"1373647937"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"07_B_5"	"2"	""	""	"YOR298W"	""	""	"MUM3"	""	""	"1373648170"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"07_H_4"	"2"	""	""	"YOL008W"	""	""	"COQ10"	""	""	"1373648399"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_A_5"	"2"	""	""	"YAL065C"	""	""	"NA"	""	""	"1373648634"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"23_E_5"	"2"	""	""	"YDR186C"	""	""	"NA"	""	""	"1373648865"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"23_A_3"	"2"	""	""	"YLR295C"	""	""	"ATP14"	""	""	"1373649097"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_H_11"	"2"	""	""	"YLL038C"	""	""	"ENT4"	""	""	"1373649328"	""	""	"Sample"	""	""
"Standard sample"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"02_STD5_07"	"2"	""	""	"NA"	""	""	"NA"	""	""	"1373649560"	""	""	"Calibration standard"	""	""
"Standard sample"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"02_STD3_07"	"2"	""	""	"NA"	""	""	"NA"	""	""	"1373649791"	""	""	"Calibration standard"	""	""
"Standard sample"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"02_STD1_07"	"2"	""	""	"NA"	""	""	"NA"	""	""	"1373650023"	""	""	"Calibration standard"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_C_9"	"2"	""	""	"YAL026C"	""	""	"DRS2"	""	""	"1373650254"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"44_C_11"	"2"	""	""	"YJL137C"	""	""	"GLG2"	""	""	"1373650487"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_D_11"	"2"	""	""	"YAL008W"	""	""	"FUN14"	""	""	"1373650720"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_E_6"	"2"	""	""	"YAR014C"	""	""	"BUD14"	""	""	"1373650951"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"07_A_5"	"2"	""	""	"YOR092W"	""	""	"ECM3"	""	""	"1373651183"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"23_C_8"	"2"	""	""	"YDR155C"	""	""	"CPR1"	""	""	"1373651415"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_B_5"	"2"	""	""	"YAL046C"	""	""	"AIM1"	""	""	"1373651647"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_F_3"	"2"	""	""	"YAR030C"	""	""	"NA"	""	""	"1373651878"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"23_D_11"	"2"	""	""	"YDR179C"	""	""	"CSN9"	""	""	"1373652110"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_A_10"	"2"	""	""	"YAL058W"	""	""	"CNE1"	""	""	"1373652345"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"23_D_2"	"2"	""	""	"YDR162C"	""	""	"NBP2"	""	""	"1373652576"	""	""	"Sample"	""	""
"solvent blank sample"	"blank"	""	""	"ethanol"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_16236"	"Sample collection"	"02_BLANK_13"	"2"	""	""	"NA"	""	""	"NA"	""	""	"1373653039"	""	""	"Blank"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC_033"	"2"	""	""	"NA"	""	""	"NA"	""	""	"1373653270"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"23_A_6"	"2"	""	""	"YLR299W"	""	""	"ECM38"	""	""	"1373653733"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"44_G_10"	"2"	""	""	"YMR119W"	""	""	"ASI1"	""	""	"1373654195"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"07_G_6"	"2"	""	""	"YOR384W"	""	""	"FRE5"	""	""	"1373654425"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"23_D_6"	"2"	""	""	"YDR171W"	""	""	"HSP42"	""	""	"1373654656"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_H_5"	"2"	""	""	"YLL025W"	""	""	"PAU17"	""	""	"1373654889"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"07_G_12"	"2"	""	""	"YOL004W"	""	""	"SIN3"	""	""	"1373655121"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_C_5"	"2"	""	""	"YAL030W"	""	""	"SNC1"	""	""	"1373655353"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"23_F_11"	"2"	""	""	"YDR215C"	""	""	"NA"	""	""	"1373655585"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_A_12"	"2"	""	""	"YAL055W"	""	""	"PEX22"	""	""	"1373655815"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"07_C_10"	"2"	""	""	"YOR320C"	""	""	"GNT1"	""	""	"1373656047"	""	""	"Sample"	""	""
"Standard sample"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"02_STD6_07"	"2"	""	""	"NA"	""	""	"NA"	""	""	"1373656279"	""	""	"Calibration standard"	""	""
"Standard sample"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"02_STD4_07"	"2"	""	""	"NA"	""	""	"NA"	""	""	"1373656510"	""	""	"Calibration standard"	""	""
"Standard sample"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"02_STD2_07"	"2"	""	""	"NA"	""	""	"NA"	""	""	"1373656741"	""	""	"Calibration standard"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"07_G_11"	"2"	""	""	"YOL003C"	""	""	"PFA4"	""	""	"1373656972"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_C_10"	"2"	""	""	"YAL023C"	""	""	"PMT2"	""	""	"1373657204"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"23_A_2"	"2"	""	""	"YLR294C"	""	""	"NA"	""	""	"1373657436"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"44_B_3"	"2"	""	""	"YGR032W"	""	""	"GSC2"	""	""	"1373657667"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_H_3"	"2"	""	""	"YLL023C"	""	""	"POM33"	""	""	"1373657899"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_C_3"	"2"	""	""	"YAL034C"	""	""	"FUN19"	""	""	"1373658130"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"23_D_4"	"2"	""	""	"YDR165W"	""	""	"TRM82"	""	""	"1373658362"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"44_B_1"	"2"	""	""	"YGL219C"	""	""	"MDM34"	""	""	"1373658594"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"23_F_1"	"2"	""	""	"YDR199W"	""	""	"NA"	""	""	"1373658825"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_G_4"	"2"	""	""	"YLL010C"	""	""	"PSR1"	""	""	"1373659056"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_G_6"	"2"	""	""	"YLL013C"	""	""	"PUF3"	""	""	"1373659288"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_B_6"	"2"	""	""	"YAL045C"	""	""	"NA"	""	""	"1373659754"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"44_A_2"	"2"	""	""	"YBR189W"	""	""	"RPS9B"	""	""	"1373659986"	""	""	"Sample"	""	""
"solvent blank sample"	"blank"	""	""	"ethanol"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_16236"	"Sample collection"	"02_BLANK_14"	"2"	""	""	"NA"	""	""	"NA"	""	""	"1373660217"	""	""	"Blank"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC_034"	"2"	""	""	"NA"	""	""	"NA"	""	""	"1373660449"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_A_8"	"2"	""	""	"YAL060W"	""	""	"BDH1"	""	""	"1373660681"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_A_2"	"2"	""	""	"YAL068C"	""	""	"PAU8"	""	""	"1373660915"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"07_B_3"	"2"	""	""	"YOR296W"	""	""	"NA"	""	""	"1373661378"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"07_D_11"	"2"	""	""	"YOR342C"	""	""	"NA"	""	""	"1373661610"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"44_H_5"	"2"	""	""	"YBR270C"	""	""	"BIT2"	""	""	"1373661842"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"01_G_7"	"2"	""	""	"YLL014W"	""	""	"EMC6"	""	""	"1373662307"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"23_B_1"	"2"	""	""	"YLR309C"	""	""	"IMH1"	""	""	"1373662538"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"44_B_12"	"2"	""	""	"YGR093W"	""	""	"DRN1"	""	""	"1373662767"	""	""	"Sample"	""	""
