"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Parameter Value[Calibrant list]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Metabolite Assignment File"
"batch03_S05"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_S05"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_S05"	"batch03_S05__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_S05__Dataset02_AT"	"batch03_S05__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_S05__Dataset03_FS"	"batch03_S05__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_S05__Dataset05_SPL"	"batch03_S05__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_S05__Dataset06_FPL"	"batch03_S05__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_C07"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_C07"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_C07"	"batch03_C07__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_C07__Dataset02_AT"	"batch03_C07__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_C07__Dataset03_FS"	"batch03_C07__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_C07__Dataset05_SPL"	"batch03_C07__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_C07__Dataset06_FPL"	"batch03_C07__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_S06"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_S06"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_S06"	"batch03_S06__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_S06__Dataset02_AT"	"batch03_S06__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_S06__Dataset03_FS"	"batch03_S06__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_S06__Dataset05_SPL"	"batch03_S06__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_S06__Dataset06_FPL"	"batch03_S06__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_QC13"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_QC13"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_QC13"	"batch03_QC13__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_QC13__Dataset02_AT"	"batch03_QC13__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_QC13__Dataset03_FS"	"batch03_QC13__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_QC13__Dataset05_SPL"	"batch03_QC13__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_QC13__Dataset06_FPL"	"batch03_QC13__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_C08"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_C08"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_C08"	"batch03_C08__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_C08__Dataset02_AT"	"batch03_C08__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_C08__Dataset03_FS"	"batch03_C08__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_C08__Dataset05_SPL"	"batch03_C08__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_C08__Dataset06_FPL"	"batch03_C08__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_C06"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_C06"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_C06"	"batch03_C06__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_C06__Dataset02_AT"	"batch03_C06__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_C06__Dataset03_FS"	"batch03_C06__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_C06__Dataset05_SPL"	"batch03_C06__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_C06__Dataset06_FPL"	"batch03_C06__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_S02"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_S02"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_S02"	"batch03_S02__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_S02__Dataset02_AT"	"batch03_S02__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_S02__Dataset03_FS"	"batch03_S02__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_S02__Dataset05_SPL"	"batch03_S02__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_S02__Dataset06_FPL"	"batch03_S02__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_S09"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_S09"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_S09"	"batch03_S09__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_S09__Dataset02_AT"	"batch03_S09__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_S09__Dataset03_FS"	"batch03_S09__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_S09__Dataset05_SPL"	"batch03_S09__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_S09__Dataset06_FPL"	"batch03_S09__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_C02"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_C02"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_C02"	"batch03_C02__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_C02__Dataset02_AT"	"batch03_C02__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_C02__Dataset03_FS"	"batch03_C02__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_C02__Dataset05_SPL"	"batch03_C02__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_C02__Dataset06_FPL"	"batch03_C02__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_QC14"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_QC14"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_QC14"	"batch03_QC14__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_QC14__Dataset02_AT"	"batch03_QC14__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_QC14__Dataset03_FS"	"batch03_QC14__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_QC14__Dataset05_SPL"	"batch03_QC14__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_QC14__Dataset06_FPL"	"batch03_QC14__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_S04"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_S04"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_S04"	"batch03_S04__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_S04__Dataset02_AT"	"batch03_S04__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_S04__Dataset03_FS"	"batch03_S04__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_S04__Dataset05_SPL"	"batch03_S04__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_S04__Dataset06_FPL"	"batch03_S04__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_S08"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_S08"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_S08"	"batch03_S08__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_S08__Dataset02_AT"	"batch03_S08__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_S08__Dataset03_FS"	"batch03_S08__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_S08__Dataset05_SPL"	"batch03_S08__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_S08__Dataset06_FPL"	"batch03_S08__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_C04"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_C04"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_C04"	"batch03_C04__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_C04__Dataset02_AT"	"batch03_C04__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_C04__Dataset03_FS"	"batch03_C04__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_C04__Dataset05_SPL"	"batch03_C04__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_C04__Dataset06_FPL"	"batch03_C04__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_S10"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_S10"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_S10"	"batch03_S10__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_S10__Dataset02_AT"	"batch03_S10__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_S10__Dataset03_FS"	"batch03_S10__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_S10__Dataset05_SPL"	"batch03_S10__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_S10__Dataset06_FPL"	"batch03_S10__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_C09"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_C09"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_C09"	"batch03_C09__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_C09__Dataset02_AT"	"batch03_C09__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_C09__Dataset03_FS"	"batch03_C09__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_C09__Dataset05_SPL"	"batch03_C09__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_C09__Dataset06_FPL"	"batch03_C09__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_QC15"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_QC15"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_QC15"	"batch03_QC15__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_QC15__Dataset02_AT"	"batch03_QC15__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_QC15__Dataset03_FS"	"batch03_QC15__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_QC15__Dataset05_SPL"	"batch03_QC15__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_QC15__Dataset06_FPL"	"batch03_QC15__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch04_C05"	"Extraction"	"80:20 methanol/water"	"other"	"batch04_C05"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch04_C05"	"batch04_C05__Dataset01_IRF.zip"	"Averaging of transients"	"batch04_C05__Dataset02_AT"	"batch04_C05__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch04_C05__Dataset03_FS"	"batch04_C05__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch04_C05__Dataset05_SPL"	"batch04_C05__Dataset05_SPL.zip"	"Replicate Filtering"	"batch04_C05__Dataset06_FPL"	"batch04_C05__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch04_S03"	"Extraction"	"80:20 methanol/water"	"other"	"batch04_S03"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch04_S03"	"batch04_S03__Dataset01_IRF.zip"	"Averaging of transients"	"batch04_S03__Dataset02_AT"	"batch04_S03__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch04_S03__Dataset03_FS"	"batch04_S03__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch04_S03__Dataset05_SPL"	"batch04_S03__Dataset05_SPL.zip"	"Replicate Filtering"	"batch04_S03__Dataset06_FPL"	"batch04_S03__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
