"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model 1]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column type 1]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model 2]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column type 2]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"MH0134"	"Extraction"	""	""	"MH0134"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0135"	"Extraction"	""	""	"MH0135"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0136"	"Extraction"	""	""	"MH0136"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0137"	"Extraction"	""	""	"MH0137"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0138"	"Extraction"	""	""	"MH0138"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0139"	"Extraction"	""	""	"MH0139"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0140"	"Extraction"	""	""	"MH0140"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0141"	"Extraction"	""	""	"MH0141"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0142"	"Extraction"	""	""	"MH0142"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0143"	"Extraction"	""	""	"MH0143"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0144"	"Extraction"	""	""	"MH0144"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0145"	"Extraction"	""	""	"MH0145"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0146"	"Extraction"	""	""	"MH0146"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0147"	"Extraction"	""	""	"MH0147"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0148"	"Extraction"	""	""	"MH0148"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0149"	"Extraction"	""	""	"MH0149"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0150"	"Extraction"	""	""	"MH0150"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0151"	"Extraction"	""	""	"MH0151"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0152"	"Extraction"	""	""	"MH0152"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0153"	"Extraction"	""	""	"MH0153"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0154"	"Extraction"	""	""	"MH0154"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0155"	"Extraction"	""	""	"MH0155"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0156"	"Extraction"	""	""	"MH0156"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0157"	"Extraction"	""	""	"MH0157"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0158"	"Extraction"	""	""	"MH0158"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0159"	"Extraction"	""	""	"MH0159"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0160"	"Extraction"	""	""	"MH0160"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0161"	"Extraction"	""	""	"MH0161"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0162"	"Extraction"	""	""	"MH0162"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0163"	"Extraction"	""	""	"MH0163"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0164"	"Extraction"	""	""	"MH0164"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0165"	"Extraction"	""	""	"MH0165"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0166"	"Extraction"	""	""	"MH0166"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0167"	"Extraction"	""	""	"MH0167"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0168"	"Extraction"	""	""	"MH0168"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0169"	"Extraction"	""	""	"MH0169"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
