"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Cell line]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Glucose source]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Level measurement type]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Cell number]"	"Term Source REF"	"Term Accession Number"
"6_34"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_34"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"6_35"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_35"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"6_36"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_36"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"6_37"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_37"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"6_38"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_38"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"6_39"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_39"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"6_40"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_40"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"6_41"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_41"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"6_42"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_42"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"6_43"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_43"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"6_44"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_44"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"6_45"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_45"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"6_46"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_46"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"4"	""	""
"6_47"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_47"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"6_48"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_48"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"6_49"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_49"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"6_50"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_50"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"6_51"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_51"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"6_52"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_52"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"6_53"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_53"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"6_54"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_54"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"6_55"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_55"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"6_56"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_56"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"6_57"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_57"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"6_58"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_58"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"6_59"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_59"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"6_60"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_60"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"6_61"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_61"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"6_62"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_62"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"6_63"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_63"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"6_64"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_64"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"6_65"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_65"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"6_66"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_66"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"6_67"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_67"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"6_68"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_68"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"6_69"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_69"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"6_70"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_70"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"5"	""	""
"6_71"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_71"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"6_72"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_72"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"6_73"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_73"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"6_74"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_74"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"5"	""	""
"6_75"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_75"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"5"	""	""
"6_76"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_76"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"6_77"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"6_77"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"7_1"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"7_1"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"5"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"7_2"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"7_2"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"5"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"7_3"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"7_3"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"5"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"7_4"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"7_4"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"5"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"7_5"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"7_5"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"5"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"7_6"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"7_6"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"5"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"7_7"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"7_7"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"5"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"7_8"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"7_8"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"5"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"7_9"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"7_9"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"5"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"7_10"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"7_10"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"5"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"5"	""	""
"7_11"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"7_11"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ double deionized water"	""	""	"5"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
