"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Ionisation]"	"Term Source REF"	"Term Accession Number"
"Phosphoserine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Phosphoserine"	"Phosphoserine_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Pinitol"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pinitol"	"Pinitol FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Proline"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Proline"	"Proline_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Psicose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Psicose"	"Psicose FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Psicose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Psicose byproduct peak"	"Psicose_2 FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Putresine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Putresine"	"Putresine_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Pyroglutamic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pyroglutamic acid"	"Pyroglutamic acid_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Pyruvic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pyruvic acid"	"Pyruvic acid_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Quinic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Quinic acid"	"Quinic acid_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Rhamnose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Rhamnose"	"Rhamnose FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Rhamnose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Rhamnose byproduct peak"	"Rhamnose_2 FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Ribose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Ribose"	"Ribose FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"SA"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"SA"	"SA_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Sarcosine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sarcosine"	"Sarcosine_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Sarcosine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sarcosine byproduct peak"	"Sarcosine_2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Serine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Serine"	"Serine_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Sophorose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sophorose"	"Sophorose FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Sorbitol"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sorbitol"	"Sorbitol FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Sorbose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sorbose"	"Sorbose FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Sorbose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sorbose byproduct peak"	"Sorbose_2 FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Stigmasterol"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Stigmasterol"	"Stigmasterol_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Succinic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Succinic acid"	"Succinic acid_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Sucrose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sucrose"	"Sucrose FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Syringic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Syringic acid"	"Syringic acid FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Tagatose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Tagatose"	"Tagatose FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Tagatose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Tagatose byproduct peak"	"Tagatose_2 FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Tartaric acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Tartaric acid"	"Tartaric acid_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Threitol"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Threitol"	"Threitol FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Threonic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Threonic acid"	"Threonic acid FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Threonine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Threonine"	"Threonine_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Threose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Threose"	"Threose FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Threose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Threose byproduct peak"	"Threose_2 FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Thymine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Thymine"	"Thymine_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"trans-4OH-proline"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"trans-4OH-proline"	"trans-4OH-proline_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Trehalose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Trehalose"	"Trehalose FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Tryptophan"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Tryptophan"	"Tryptophan_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Tryptophan"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Tryptophan byproduct peak"	"Tryptophan_2_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Turanose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Turanose"	"Turanose FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Turanose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Turanose byproduct peak"	"Turanose_2 FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
