Sample Name	Comment[Duplicate samples yes or no]	Comment[technology type]	Protocol REF	Assay Name	Raw Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URL]	Protocol REF	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URL]	Protocol REF	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URL]	Protocol REF	Comment[Haplotype reconstruction]	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[haplotype dosage]	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URL]	Comment[HS.hdf5]
Outbred1496	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping329	RATDIV_BA_1496_A10P5.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.42.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred1497	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping330	RATDIV_BA_1497_D09P5.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.42.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred1498	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping331	RATDIV_BA_1498_C09P5.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.42.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred15	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping332	V5E_RAT_11aug10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.42.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred150	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping333	V95_RAT_25aug10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.42.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred1501	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping334	RATDIV_BA_1501_B09P5.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.42.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred1502	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping335	RATDIV_BA_1502_A09P5.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.42.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred1503	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping336	RATDIV_BA_1503_D08P5.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.43.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred1504	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping337	RATDIV_BA_1504_C08P5.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.43.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred1505	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping338	RATDIV_BA_1505_B08P5.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.43.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred1506	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping339	RATDIV_BA_1506_A08P5.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.43.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred1508	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping340	RATDIV_BA_1508_D07P5.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.43.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred151	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping341	V96_RAT_01jul10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.43.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred1510	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping342	RATDIV_BA_1510_C07P5.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.43.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred1512	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping343	RATDIV_BA_1512_B07P5.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.43.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred1513	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping344	RATDIV_BA_1513_A07P5.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.44.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred1518	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping345	RATDIV_BA_1518_D06P5.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.44.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred1519	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping346	RATDIV_BA_1519_C06P5.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.44.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred152	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping347	V97_RAT_22jul10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.44.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
