"Sample Name"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch run order]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"2018941"	"140"	""	""	"2"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_130"	"VT_140529_130.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2018941"	"141"	""	""	"2"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_132"	"VT_140529_132.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2182543"	"142"	""	""	"2"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_134"	"VT_140529_134.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2182543"	"143"	""	""	"2"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_136"	"VT_140529_136.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2182543"	"144"	""	""	"2"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_138"	"VT_140529_138.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"145"	""	""	"2"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_140"	"VT_140529_140.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"146"	""	""	"2"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_142"	"VT_140529_142.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"147"	""	""	"2"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_144"	"VT_140529_144.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"148"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_002"	"VT_140530_002.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"149"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_004"	"VT_140530_004.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"150"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_006"	"VT_140530_006.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2182544"	"151"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_008"	"VT_140530_008.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2182544"	"152"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_010"	"VT_140530_010.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2182544"	"153"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_012"	"VT_140530_012.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1981023"	"154"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_014"	"VT_140530_014.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1981023"	"155"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_016"	"VT_140530_016.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1981023"	"156"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_018"	"VT_140530_018.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1985053"	"157"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_020"	"VT_140530_020.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1985053"	"158"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_022"	"VT_140530_022.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1985053"	"159"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_024"	"VT_140530_024.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1985568"	"160"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_026"	"VT_140530_026.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1985568"	"161"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_028"	"VT_140530_028.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1985568"	"162"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_030"	"VT_140530_030.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1988270"	"163"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_032"	"VT_140530_032.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1988270"	"164"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_034"	"VT_140530_034.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1988270"	"165"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_036"	"VT_140530_036.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1991831"	"166"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_038"	"VT_140530_038.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1991831"	"167"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_040"	"VT_140530_040.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1991831"	"168"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_042"	"VT_140530_042.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2008328"	"169"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_044"	"VT_140530_044.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2008328"	"170"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_046"	"VT_140530_046.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2008328"	"171"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_048"	"VT_140530_048.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2010679"	"172"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_050"	"VT_140530_050.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2010679"	"173"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_052"	"VT_140530_052.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2010679"	"174"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_054"	"VT_140530_054.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2013477"	"175"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_056"	"VT_140530_056.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2013477"	"176"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_058"	"VT_140530_058.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2013477"	"177"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_060"	"VT_140530_060.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2016524"	"178"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_062"	"VT_140530_062.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2016524"	"179"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_064"	"VT_140530_064.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2016524"	"180"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_066"	"VT_140530_066.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2019927"	"181"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_068"	"VT_140530_068.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2019927"	"182"	""	""	"3"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140530_070"	"VT_140530_070.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
