"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Time collected]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Sample Replicate]"	"Term Source REF"	"Term Accession Number"
"UnRinsed_Mat_Sample_3_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_3_C_2"	"03-00"	""	""	"C"	""	""
"UnRinsed_Mat_Sample_9_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_9_A_1"	"09-00"	""	""	"A"	""	""
"UnRinsed_Mat_Sample_9_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_9_A_2"	"09-00"	""	""	"A"	""	""
"UnRinsed_Mat_Sample_9_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_9_B_1"	"09-00"	""	""	"B"	""	""
"UnRinsed_Mat_Sample_9_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_9_B_2"	"09-00"	""	""	"B"	""	""
"UnRinsed_Mat_Sample_9_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_9_C_1"	"09-00"	""	""	"C"	""	""
"UnRinsed_Mat_Sample_9_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_9_C_2"	"09-00"	""	""	"C"	""	""
"UnRinsed_Mat_Sample_13_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_13_A_1"	"13-00"	""	""	"A"	""	""
"UnRinsed_Mat_Sample_13_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_13_A_2"	"13-00"	""	""	"A"	""	""
"UnRinsed_Mat_Sample_13_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_13_B_1"	"13-00"	""	""	"B"	""	""
"UnRinsed_Mat_Sample_13_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_13_B_2"	"13-00"	""	""	"B"	""	""
"UnRinsed_Mat_Sample_13_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_13_C_1"	"13-00"	""	""	"C"	""	""
"UnRinsed_Mat_Sample_13_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_13_C_2"	"13-00"	""	""	"C"	""	""
"UnRinsed_Mat_Sample_19_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_19_A_1"	"19-00"	""	""	"A"	""	""
"UnRinsed_Mat_Sample_19_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_19_A_2"	"19-00"	""	""	"A"	""	""
"UnRinsed_Mat_Sample_19_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_19_B_1"	"19-00"	""	""	"B"	""	""
"UnRinsed_Mat_Sample_19_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_19_B_2"	"19-00"	""	""	"B"	""	""
"UnRinsed_Mat_Sample_19_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_19_C_1"	"19-00"	""	""	"C"	""	""
"UnRinsed_Mat_Sample_19_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"UnRinsed_Mat_Sample_19_C_2"	"19-00"	""	""	"C"	""	""
