"sample.name"	"Sample.Name"	"Protocol.REF_x"	"Parameter.Value.Post.Extraction."	"Parameter.Value.Derivatization."	"Extract.Name"	"Protocol.REF.1"	"Parameter.Value.Chromatography.Instrument."	"Term.Source.REF_x"	"Term.Accession.Number_x"	"Parameter.Value.Column.model."	"Parameter.Value.Column.type."	"Labeled.Extract.Name"	"Label"	"Term.Source.REF.1_x"	"Term.Accession.Number.1_x"	"Protocol.REF.2"	"Parameter.Value.Scan.polarity."	"Parameter.Value.Scan.m.z.range."	"Parameter.Value.Instrument."	"Term.Source.REF.2_x"	"Term.Accession.Number.2_x"	"Parameter.Value.Ion.source."	"Term.Source.REF.3_x"	"Term.Accession.Number.3_x"	"Parameter.Value.Mass.analyzer."	"Term.Source.REF.4"	"Term.Accession.Number.4"	"MS.Assay.Name"	"Raw.Spectral.Data.File"	"Protocol.REF.3"	"Normalization.Name"	"Derived.Spectral.Data.File"	"Protocol.REF.4"	"Data.Transformation.Name"	"Metabolite.Assignment.File"	"Source.Name"	"Characteristics.Organism."	"Term.Source.REF_y"	"Term.Accession.Number_y"	"Characteristics.Organism.part."	"Term.Source.REF.1_y"	"Term.Accession.Number.1_y"	"Protocol.REF_y"	"Factor.Value.Genotype."	"Term.Source.REF.2_y"	"Term.Accession.Number.2_y"	"Factor.Value.Replicate."	"Term.Source.REF.3_y"	"Term.Accession.Number.3_y"
"1406_73"	"Po-188"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_73"	"1406_73.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Po-188"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Po"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_74"	"Bur-192"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_74"	"1406_74.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Bur-192"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Bur"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_75"	"Can-196"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_75"	"1406_75.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Can-196"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Can"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_8"	"Oy-149"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_8"	"1406_8.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Oy-149"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Oy"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_9"	"Tsu-153"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_9"	"1406_9.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Tsu-153"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Tsu"	"NA"	"NA"	"1"	"NA"	"NA"
"2506_1"	"Sf-201"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_1"	"2506_1.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Sf-201"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Sf"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_10"	"Bur-237"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_10"	"2506_10.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Bur-237"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Bur"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_11"	"Mt-241"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_11"	"2506_11.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Mt-241"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Mt"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_12"	"Can-245"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_12"	"2506_12.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Can-245"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Can"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_13"	"Wil-249"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_13"	"2506_13.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Wil-249"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Wil"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_14"	"No-253"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_14"	"2506_14.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"No-253"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"No"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_15"	"Ws-257"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_15"	"2506_15.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Ws-257"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Ws"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_16"	"Col-261"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_16"	"2506_16.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Col-261"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Col"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_17"	"Po-265"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_17"	"2506_17.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Po-265"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Po"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_18"	"Ler-269"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_18"	"2506_18.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Ler-269"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Ler"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_19"	"Edi-198"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_19"	"2506_19.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Edi-198"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Edi"	"NA"	"NA"	"1"	"NA"	"NA"
"2506_2"	"Hi-205"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_2"	"2506_2.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Hi-205"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Hi"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_20"	"Sf-202"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_20"	"2506_20.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Sf-202"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Sf"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_21"	"Hi-206"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_21"	"2506_21.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Hi-206"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Hi"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_22"	"Zu-210"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_22"	"2506_22.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Zu-210"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Zu"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_23"	"Kn-214"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_23"	"2506_23.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Kn-214"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Kn"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_24"	"Wu-218"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_24"	"2506_24.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Wu-218"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Wu"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_25"	"Ct-222"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_25"	"2506_25.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Ct-222"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Ct"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_26"	"Oy-226"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_26"	"2506_26.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Oy-226"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Oy"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_27"	"Rsch-230"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_27"	"2506_27.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Rsch-230"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Rsch"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_28"	"Tsu-234"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_28"	"2506_28.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Tsu-234"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Tsu"	"NA"	"NA"	"2"	"NA"	"NA"
"2506_29"	"Bur-238"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"2506_29"	"2506_29.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Bur-238"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Bur"	"NA"	"NA"	"2"	"NA"	"NA"
